2020-12-15 16:52:11,454 | INFO     | send_message create_connection
2020-12-15 18:42:51,090 | INFO     | get_message get_messages
2020-12-15 18:42:52,091 | INFO     | get_message get_messages
2020-12-15 18:42:53,092 | INFO     | get_message get_messages
2020-12-15 18:42:54,111 | INFO     | get_message get_messages
2020-12-15 18:42:55,114 | INFO     | get_message get_messages
2020-12-15 18:42:56,131 | INFO     | get_message get_messages
2020-12-15 18:42:57,132 | INFO     | get_message get_messages
2020-12-15 18:42:58,145 | INFO     | get_message get_messages
2020-12-15 18:42:59,147 | INFO     | get_message get_messages
2020-12-15 18:43:00,152 | INFO     | get_message get_messages
2020-12-15 18:43:01,152 | INFO     | get_message get_messages
2020-12-15 18:43:02,162 | INFO     | get_message get_messages
2020-12-15 18:43:03,163 | INFO     | get_message get_messages
2020-12-15 18:43:04,172 | INFO     | get_message get_messages
2020-12-15 18:43:05,173 | INFO     | get_message get_messages
2020-12-15 18:43:06,187 | INFO     | get_message get_messages
2020-12-15 18:43:07,188 | INFO     | get_message get_messages
2020-12-15 18:43:08,192 | INFO     | get_message get_messages
2020-12-15 18:43:09,193 | INFO     | get_message get_messages
2020-12-15 18:43:10,197 | INFO     | get_message get_messages
2020-12-15 18:43:11,198 | INFO     | get_message get_messages
2020-12-15 18:43:12,212 | INFO     | get_message get_messages
2020-12-15 18:43:13,212 | INFO     | get_message get_messages
2020-12-15 18:43:14,224 | INFO     | get_message get_messages
2020-12-15 18:43:15,233 | INFO     | get_message get_messages
2020-12-15 18:43:16,234 | INFO     | get_message get_messages
2020-12-15 18:43:17,253 | INFO     | get_message get_messages
2020-12-15 18:43:18,273 | INFO     | get_message get_messages
2020-12-15 18:43:19,293 | INFO     | get_message get_messages
2020-12-15 18:43:24,103 | INFO     | send_message create_connection
2020-12-15 18:43:24,103 | INFO     | get_message get_user
2020-12-15 18:43:24,108 | INFO     | get_message get_response
2020-12-15 18:43:24,108 | INFO     | send_response get_user
2020-12-15 18:43:24,123 | INFO     | get_message get_messages
2020-12-15 18:43:25,124 | INFO     | get_message get_messages
2020-12-15 18:43:26,134 | INFO     | get_message get_messages
2020-12-15 18:43:27,154 | INFO     | get_message get_messages
2020-12-15 18:43:28,174 | INFO     | get_message get_messages
2020-12-15 18:43:29,193 | INFO     | get_message get_messages
2020-12-15 18:43:30,194 | INFO     | get_message get_messages
2020-12-15 18:43:31,214 | INFO     | get_message get_messages
2020-12-15 18:43:32,234 | INFO     | get_message get_messages
2020-12-15 18:43:33,235 | INFO     | get_message get_messages
2020-12-15 18:43:34,254 | INFO     | get_message get_messages
2020-12-15 18:43:35,255 | INFO     | get_message get_messages
2020-12-15 18:43:36,255 | INFO     | get_message get_messages
2020-12-15 18:43:37,274 | INFO     | get_message get_messages
2020-12-15 18:43:38,275 | INFO     | get_message get_messages
2020-12-15 18:43:39,295 | INFO     | get_message get_messages
2020-12-15 18:43:40,314 | INFO     | get_message get_messages
2020-12-15 18:43:41,315 | INFO     | get_message get_messages
2020-12-15 18:43:42,335 | INFO     | get_message get_messages
2020-12-15 18:43:43,355 | INFO     | get_message get_messages
2020-12-15 18:43:44,375 | INFO     | get_message get_messages
2020-12-15 18:43:45,395 | INFO     | get_message get_messages
2020-12-15 18:43:46,414 | INFO     | get_message get_messages
2020-12-15 18:43:47,435 | INFO     | get_message get_messages
2020-12-15 18:43:48,435 | INFO     | get_message get_messages
2020-12-15 18:43:49,455 | INFO     | get_message get_messages
2020-12-15 18:43:50,475 | INFO     | get_message get_messages
2020-12-15 18:43:51,475 | INFO     | get_message get_messages
2020-12-15 18:43:52,485 | INFO     | get_message get_messages
2020-12-15 18:43:53,486 | INFO     | get_message get_messages
2020-12-15 18:43:54,495 | INFO     | get_message get_messages
2020-12-15 18:43:55,514 | INFO     | get_message get_messages
2020-12-15 18:43:56,521 | INFO     | get_message get_messages
2020-12-15 18:43:57,535 | INFO     | get_message get_messages
2020-12-15 18:43:58,555 | INFO     | get_message get_messages
2020-12-15 18:43:59,555 | INFO     | get_message get_messages
2020-12-15 18:44:00,575 | INFO     | get_message get_messages
2020-12-15 18:44:01,575 | INFO     | get_message get_messages
2020-12-15 18:44:02,595 | INFO     | get_message get_messages
2020-12-15 18:44:03,615 | INFO     | get_message get_messages
2020-12-15 18:44:04,635 | INFO     | get_message get_messages
2020-12-15 18:44:05,655 | INFO     | get_message get_messages
2020-12-15 18:44:06,664 | INFO     | get_message get_messages
2020-12-15 18:44:07,664 | INFO     | get_message get_messages
2020-12-15 18:44:08,675 | INFO     | get_message get_messages
2020-12-15 18:44:09,695 | INFO     | get_message get_messages
2020-12-15 18:44:10,695 | INFO     | get_message get_messages
2020-12-15 18:44:11,695 | INFO     | get_message get_messages
2020-12-15 18:44:12,715 | INFO     | get_message get_messages
2020-12-15 18:44:13,725 | INFO     | get_message get_messages
2020-12-15 18:44:14,725 | INFO     | get_message get_messages
2020-12-15 18:44:15,735 | INFO     | get_message get_messages
2020-12-15 18:44:16,745 | INFO     | get_message get_messages
2020-12-15 18:44:17,746 | INFO     | get_message get_messages
2020-12-15 18:44:18,755 | INFO     | get_message get_messages
2020-12-15 18:44:19,755 | INFO     | get_message get_messages
2020-12-15 18:44:20,775 | INFO     | get_message get_messages
2020-12-15 18:44:21,775 | INFO     | get_message get_messages
2020-12-15 18:44:22,775 | INFO     | get_message get_messages
2020-12-15 18:44:23,795 | INFO     | get_message get_messages
2020-12-15 18:44:24,815 | INFO     | get_message get_messages
2020-12-15 18:44:25,835 | INFO     | get_message get_messages
2020-12-15 18:44:26,855 | INFO     | get_message get_messages
2020-12-15 18:44:27,875 | INFO     | get_message get_messages
2020-12-15 18:44:28,895 | INFO     | get_message get_messages
2020-12-15 18:44:29,915 | INFO     | get_message get_messages
2020-12-15 18:44:30,935 | INFO     | get_message get_messages
2020-12-15 18:44:31,955 | INFO     | get_message get_messages
2020-12-15 18:44:32,956 | INFO     | get_message get_messages
2020-12-15 18:44:33,975 | INFO     | get_message get_messages
2020-12-15 18:44:34,990 | INFO     | get_message get_messages
2020-12-15 18:44:35,995 | INFO     | get_message get_messages
2020-12-15 18:44:36,995 | INFO     | get_message get_messages
2020-12-15 18:44:37,995 | INFO     | get_message get_messages
2020-12-15 18:44:39,015 | INFO     | get_message get_messages
2020-12-15 18:44:40,015 | INFO     | get_message get_messages
2020-12-15 18:44:41,035 | INFO     | get_message get_messages
2020-12-15 18:44:42,055 | INFO     | get_message get_messages
2020-12-15 18:44:43,075 | INFO     | get_message get_messages
2020-12-15 18:44:44,075 | INFO     | get_message get_messages
2020-12-15 18:44:45,075 | INFO     | get_message get_messages
2020-12-15 18:44:46,095 | INFO     | get_message get_messages
2020-12-15 18:44:47,115 | INFO     | get_message get_messages
2020-12-15 18:44:48,135 | INFO     | get_message get_messages
2020-12-15 18:44:49,135 | INFO     | get_message get_messages
2020-12-15 18:44:50,135 | INFO     | get_message get_messages
2020-12-15 18:44:51,137 | INFO     | get_message get_messages
2020-12-15 18:44:52,155 | INFO     | get_message get_messages
2020-12-15 18:44:53,175 | INFO     | get_message get_messages
2020-12-15 18:44:54,195 | INFO     | get_message get_messages
2020-12-15 18:44:55,215 | INFO     | get_message get_messages
2020-12-15 18:44:56,235 | INFO     | get_message get_messages
2020-12-15 18:44:57,236 | INFO     | get_message get_messages
2020-12-15 18:44:58,255 | INFO     | get_message get_messages
2020-12-15 18:44:59,255 | INFO     | get_message get_messages
2020-12-15 18:45:00,275 | INFO     | get_message get_messages
2020-12-15 18:45:01,295 | INFO     | get_message get_messages
2020-12-15 18:45:02,315 | INFO     | get_message get_messages
2020-12-15 18:45:03,330 | INFO     | get_message get_messages
2020-12-15 18:45:04,335 | INFO     | get_message get_messages
2020-12-15 18:45:05,335 | INFO     | get_message get_messages
2020-12-15 18:45:06,335 | INFO     | get_message get_messages
2020-12-15 18:45:07,337 | INFO     | get_message get_messages
2020-12-15 18:45:08,338 | INFO     | get_message get_messages
2020-12-15 18:45:09,338 | INFO     | get_message get_messages
2020-12-15 18:45:10,355 | INFO     | get_message get_messages
2020-12-15 18:45:11,375 | INFO     | get_message get_messages
2020-12-15 18:45:12,390 | INFO     | get_message get_messages
2020-12-15 18:45:13,395 | INFO     | get_message get_messages
2020-12-15 18:45:14,395 | INFO     | get_message get_messages
2020-12-15 18:45:15,397 | INFO     | get_message get_messages
2020-12-15 18:45:16,415 | INFO     | get_message get_messages
2020-12-15 18:45:17,415 | INFO     | get_message get_messages
2020-12-15 18:45:18,415 | INFO     | get_message get_messages
2020-12-15 18:45:19,435 | INFO     | get_message get_messages
2020-12-15 18:45:20,455 | INFO     | get_message get_messages
2020-12-15 18:45:21,475 | INFO     | get_message get_messages
2020-12-15 18:45:22,475 | INFO     | get_message get_messages
2020-12-15 18:45:23,495 | INFO     | get_message get_messages
2020-12-15 18:45:24,510 | INFO     | get_message get_messages
2020-12-15 18:45:25,515 | INFO     | get_message get_messages
2020-12-15 18:45:26,525 | INFO     | get_message get_messages
2020-12-15 18:45:27,527 | INFO     | get_message get_messages
2020-12-15 18:45:28,536 | INFO     | get_message get_messages
2020-12-15 18:45:29,555 | INFO     | get_message get_messages
2020-12-15 18:45:30,575 | INFO     | get_message get_messages
2020-12-15 18:45:31,595 | INFO     | get_message get_messages
2020-12-15 18:45:32,615 | INFO     | get_message get_messages
2020-12-15 18:45:33,615 | INFO     | get_message get_messages
2020-12-15 18:45:34,626 | INFO     | get_message get_messages
2020-12-15 18:45:35,626 | INFO     | get_message get_messages
2020-12-15 18:45:36,635 | INFO     | get_message get_messages
2020-12-15 18:45:37,636 | INFO     | get_message get_messages
2020-12-15 18:45:38,655 | INFO     | get_message get_messages
2020-12-15 18:45:39,675 | INFO     | get_message get_messages
2020-12-15 18:45:40,675 | INFO     | get_message get_messages
2020-12-15 18:45:41,695 | INFO     | get_message get_messages
2020-12-15 18:45:42,715 | INFO     | get_message get_messages
2020-12-15 18:45:43,735 | INFO     | get_message get_messages
2020-12-15 18:45:44,735 | INFO     | get_message get_messages
2020-12-15 18:45:45,736 | INFO     | get_message get_messages
2020-12-15 18:45:46,746 | INFO     | get_message get_messages
2020-12-15 18:45:47,746 | INFO     | get_message get_messages
2020-12-15 18:45:48,755 | INFO     | get_message get_messages
2020-12-15 18:45:49,755 | INFO     | get_message get_messages
2020-12-15 18:45:50,775 | INFO     | get_message get_messages
2020-12-15 18:45:51,775 | INFO     | get_message get_messages
2020-12-15 18:45:52,796 | INFO     | get_message get_messages
2020-12-15 18:45:53,816 | INFO     | get_message get_messages
2020-12-15 18:45:54,835 | INFO     | get_message get_messages
2020-12-15 18:45:55,836 | INFO     | get_message get_messages
2020-12-15 18:45:56,855 | INFO     | get_message get_messages
2020-12-15 18:45:57,875 | INFO     | get_message get_messages
2020-12-15 18:45:58,895 | INFO     | get_message get_messages
2020-12-15 18:45:59,914 | INFO     | get_message get_messages
2020-12-15 18:46:00,915 | INFO     | get_message get_messages
2020-12-15 18:46:01,920 | INFO     | get_message get_messages
2020-12-15 18:46:02,922 | INFO     | get_message get_messages
2020-12-15 18:46:03,936 | INFO     | get_message get_messages
2020-12-15 18:46:04,955 | INFO     | get_message get_messages
2020-12-15 18:46:05,975 | INFO     | get_message get_messages
2020-12-15 18:46:06,996 | INFO     | get_message get_messages
2020-12-15 18:46:08,015 | INFO     | get_message get_messages
2020-12-15 18:46:09,035 | INFO     | get_message get_messages
2020-12-15 18:46:10,035 | INFO     | get_message get_messages
2020-12-15 18:46:11,035 | INFO     | get_message get_messages
2020-12-15 18:46:12,036 | INFO     | get_message get_messages
2020-12-15 18:46:13,037 | INFO     | get_message get_messages
2020-12-15 18:46:14,038 | INFO     | get_message get_messages
2020-12-15 18:46:15,046 | INFO     | get_message get_messages
2020-12-15 18:46:16,048 | INFO     | get_message get_messages
2020-12-15 18:46:17,066 | INFO     | get_message get_messages
2020-12-15 18:46:18,074 | INFO     | get_message get_messages
2020-12-15 18:46:19,075 | INFO     | get_message get_messages
2020-12-15 18:46:20,076 | INFO     | get_message get_messages
2020-12-15 18:46:21,078 | INFO     | get_message get_messages
2020-12-15 18:46:22,096 | INFO     | get_message get_messages
2020-12-15 18:46:23,106 | INFO     | get_message get_messages
2020-12-15 18:46:24,116 | INFO     | get_message get_messages
2020-12-15 18:46:25,117 | INFO     | get_message get_messages
2020-12-15 18:46:26,117 | INFO     | get_message get_messages
2020-12-15 18:46:27,118 | INFO     | get_message get_messages
2020-12-15 18:46:28,119 | INFO     | get_message get_messages
2020-12-15 18:46:29,137 | INFO     | get_message get_messages
2020-12-15 18:46:30,139 | INFO     | get_message get_messages
2020-12-15 18:46:31,157 | INFO     | get_message get_messages
2020-12-15 18:46:32,177 | INFO     | get_message get_messages
2020-12-15 18:46:33,179 | INFO     | get_message get_messages
2020-12-15 18:46:34,197 | INFO     | get_message get_messages
2020-12-15 18:46:35,197 | INFO     | get_message get_messages
2020-12-15 18:46:36,218 | INFO     | get_message get_messages
2020-12-15 18:46:37,237 | INFO     | get_message get_messages
2020-12-15 18:46:38,239 | INFO     | get_message get_messages
2020-12-15 18:46:39,239 | INFO     | get_message get_messages
2020-12-15 18:46:40,257 | INFO     | get_message get_messages
2020-12-15 18:46:41,257 | INFO     | get_message get_messages
2020-12-15 18:46:42,259 | INFO     | get_message get_messages
2020-12-15 18:46:43,277 | INFO     | get_message get_messages
2020-12-15 18:46:44,278 | INFO     | get_message get_messages
2020-12-15 18:46:45,279 | INFO     | get_message get_messages
2020-12-15 18:46:46,297 | INFO     | get_message get_messages
2020-12-15 18:46:47,317 | INFO     | get_message get_messages
2020-12-15 18:46:48,319 | INFO     | get_message get_messages
2020-12-15 18:46:49,337 | INFO     | get_message get_messages
2020-12-15 18:46:50,339 | INFO     | get_message get_messages
2020-12-15 18:46:51,357 | INFO     | get_message get_messages
2020-12-15 18:46:52,367 | INFO     | get_message get_messages
2020-12-15 18:46:53,367 | INFO     | get_message get_messages
2020-12-15 18:46:54,368 | INFO     | get_message get_messages
2020-12-15 18:46:55,377 | INFO     | get_message get_messages
2020-12-15 18:46:56,377 | INFO     | get_message get_messages
2020-12-15 18:46:57,397 | INFO     | get_message get_messages
2020-12-15 18:46:58,397 | INFO     | get_message get_messages
2020-12-15 18:46:59,417 | INFO     | get_message get_messages
2020-12-15 18:47:00,419 | INFO     | get_message get_messages
2020-12-15 18:47:01,420 | INFO     | get_message get_messages
2020-12-15 18:47:02,421 | INFO     | get_message get_messages
2020-12-15 18:47:03,423 | INFO     | get_message get_messages
2020-12-15 18:47:04,437 | INFO     | get_message get_messages
2020-12-15 18:47:05,438 | INFO     | get_message get_messages
2020-12-15 18:47:06,457 | INFO     | get_message get_messages
2020-12-15 18:47:07,458 | INFO     | get_message get_messages
2020-12-15 18:47:08,477 | INFO     | get_message get_messages
2020-12-15 18:47:09,477 | INFO     | get_message get_messages
2020-12-15 18:47:10,478 | INFO     | get_message get_messages
2020-12-15 18:47:11,479 | INFO     | get_message get_messages
2020-12-15 18:47:12,480 | INFO     | get_message get_messages
2020-12-15 18:47:13,481 | INFO     | get_message get_messages
2020-12-15 18:47:14,481 | INFO     | get_message get_messages
2020-12-15 18:47:15,482 | INFO     | get_message get_messages
2020-12-15 18:47:16,483 | INFO     | get_message get_messages
2020-12-15 18:47:17,484 | INFO     | get_message get_messages
2020-12-15 18:47:18,485 | INFO     | get_message get_messages
2020-12-15 18:47:19,488 | INFO     | get_message get_messages
2020-12-15 18:47:20,489 | INFO     | get_message get_messages
2020-12-15 18:47:21,490 | INFO     | get_message get_messages
2020-12-15 18:47:22,490 | INFO     | get_message get_messages
2020-12-15 18:47:23,490 | INFO     | get_message get_messages
2020-12-15 18:47:24,491 | INFO     | get_message get_messages
2020-12-15 18:47:25,493 | INFO     | get_message get_messages
2020-12-15 18:47:26,499 | INFO     | get_message get_messages
2020-12-15 18:47:27,499 | INFO     | get_message get_messages
2020-12-15 18:47:28,500 | INFO     | get_message get_messages
2020-12-15 18:47:29,501 | INFO     | get_message get_messages
2020-12-15 18:47:30,502 | INFO     | get_message get_messages
2020-12-15 18:47:31,503 | INFO     | get_message get_messages
2020-12-15 18:47:32,505 | INFO     | get_message get_messages
2020-12-15 18:47:33,507 | INFO     | get_message get_messages
2020-12-15 18:47:34,509 | INFO     | get_message get_messages
2020-12-15 18:47:35,510 | INFO     | get_message get_messages
2020-12-15 18:47:36,510 | INFO     | get_message get_messages
2020-12-15 18:47:37,512 | INFO     | get_message get_messages
2020-12-15 18:47:38,521 | INFO     | get_message get_messages
2020-12-15 18:47:39,521 | INFO     | get_message get_messages
2020-12-15 18:47:40,522 | INFO     | get_message get_messages
2020-12-15 18:47:41,523 | INFO     | get_message get_messages
2020-12-15 18:47:42,530 | INFO     | get_message get_messages
2020-12-15 18:47:43,541 | INFO     | get_message get_messages
2020-12-15 18:47:44,561 | INFO     | get_message get_messages
2020-12-15 18:47:45,561 | INFO     | get_message get_messages
2020-12-15 18:47:46,580 | INFO     | get_message get_messages
2020-12-15 18:47:47,581 | INFO     | get_message get_messages
2020-12-15 18:47:48,601 | INFO     | get_message get_messages
2020-12-15 18:47:49,610 | INFO     | get_message get_messages
2020-12-15 18:47:50,611 | INFO     | get_message get_messages
2020-12-15 18:47:51,611 | INFO     | get_message get_messages
2020-12-15 18:47:52,631 | INFO     | get_message get_messages
2020-12-15 18:47:53,650 | INFO     | get_message get_messages
2020-12-15 18:47:54,651 | INFO     | get_message get_messages
2020-12-15 18:47:55,653 | INFO     | get_message get_messages
2020-12-15 18:47:56,661 | INFO     | get_message get_messages
2020-12-15 18:47:57,681 | INFO     | get_message get_messages
2020-12-15 18:47:58,691 | INFO     | get_message get_messages
2020-12-15 18:47:59,701 | INFO     | get_message get_messages
2020-12-15 18:48:00,711 | INFO     | get_message get_messages
2020-12-15 18:48:01,715 | INFO     | get_message get_messages
2020-12-15 18:48:02,715 | INFO     | get_message get_messages
2020-12-15 18:48:03,721 | INFO     | get_message get_messages
2020-12-15 18:48:04,722 | INFO     | get_message get_messages
2020-12-15 18:48:05,731 | INFO     | get_message get_messages
2020-12-15 18:48:06,731 | INFO     | get_message get_messages
2020-12-15 18:48:07,736 | INFO     | get_message get_messages
2020-12-15 18:48:08,750 | INFO     | get_message get_messages
2020-12-15 18:48:09,761 | INFO     | get_message get_messages
2020-12-15 18:48:10,761 | INFO     | get_message get_messages
2020-12-15 18:48:11,781 | INFO     | get_message get_messages
2020-12-15 18:48:12,782 | INFO     | get_message get_messages
2020-12-15 18:48:13,802 | INFO     | get_message get_messages
2020-12-15 18:48:14,802 | INFO     | get_message get_messages
2020-12-15 18:48:15,822 | INFO     | get_message get_messages
2020-12-15 18:48:16,842 | INFO     | get_message get_messages
2020-12-15 18:48:17,861 | INFO     | get_message get_messages
2020-12-15 18:48:18,862 | INFO     | get_message get_messages
2020-12-15 18:48:19,871 | INFO     | get_message get_messages
2020-12-15 18:48:20,872 | INFO     | get_message get_messages
2020-12-15 18:48:21,881 | INFO     | get_message get_messages
2020-12-15 18:48:22,882 | INFO     | get_message get_messages
